Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
233,house,unitech uniworld resorts,sector 33,8.0,17778.0,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,0,0
234,house,independent,sector 43,8.49,31444.0,3,3,2,4.0,Relatively New,2700.0,0,1,0,1,0,1,21
235,flat,dlf new town heights,sector 86,1.25,6477.0,3,4,3+,2.0,Relatively New,1747.0,0,1,0,1,0,0,65
236,flat,la vida by tata housing,sector 113,1.35,13990.0,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,0,174
237,flat,sbtl caladium,sector 109,1.3,6915.0,3,2,3,16.0,Moderately Old,1701.0,0,0,0,0,0,0,134
238,flat,tulip violet,sector 69,1.3,8447.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,94
240,flat,paras dews,sector 106,0.92,6643.0,2,2,3+,2.0,Relatively New,940.0,0,0,0,0,0,0,174
241,flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
242,flat,godrej aria,sector 79,1.45,9062.0,2,2,3+,9.0,Relatively New,1494.0,1,0,0,0,0,0,113
243,flat,la vida by tata housing,sector 113,2.33,12534.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,0,174
244,flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1490.0,0,0,0,0,1,0,103
245,flat,ss,sector 85,2.14,7610.0,4,4,3,6.0,Relatively New,2300.0,1,1,0,1,0,0,49
246,flat,rof ananda,sector 95,0.32,5829.0,2,2,1,9.0,Relatively New,610.0,0,0,0,1,0,1,71
247,house,independent,sector 26,4.45,35178.0,4,4,3,3.0,Old Property,1265.0,0,0,0,0,0,0,25
248,flat,indiabulls centrum park,sector 103,1.35,7542.0,3,3,3+,3.0,Relatively New,1620.0,1,0,0,0,0,1,168
249,flat,m3m skycity,sector 65,3.5,17040.0,3,3,3,15.0,New Property,2282.0,1,1,0,1,0,1,166
250,house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,1,0,1,49
251,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,1,104
252,flat,ss the leaf,sector 85,1.15,11967.0,2,2,3,20.0,Relatively New,1263.0,0,0,0,1,0,0,107
253,flat,ss the leaf,sector 85,1.11,6852.0,2,2,3,8.0,Relatively New,1630.0,0,0,1,0,0,0,174
254,flat,sare petioles,sector 92,1.25,6098.0,3,3,3,18.0,Under Construction,2278.0,0,1,0,0,0,0,44
255,flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,15.0,Relatively New,1929.0,0,1,0,0,0,2,165
256,flat,ats triumph,sector 104,2.62,8317.0,4,4,3+,14.0,Relatively New,2851.0,0,1,0,0,0,0,174
257,flat,mapsko casa bella,sector 82,1.38,5444.0,4,5,3+,20.0,Relatively New,2294.0,0,1,0,0,0,0,79
258,house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,0,27
259,flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0
260,flat,om apartment dayanand colony,sector 5,0.26,4370.0,1,1,1,3.0,Relatively New,648.0,0,0,0,0,0,0,14
261,flat,pivotal devaan,sector 84,0.41,7033.0,2,2,2,10.0,New Property,565.0,0,0,0,0,0,1,23
262,flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1163.0,0,0,0,0,0,0,13
263,house,independent,sector 17,0.32,5664.0,5,1,0,1.0,Moderately Old,565.0,0,0,0,0,0,0,0
264,flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17.0,New Property,1550.0,0,0,0,0,1,0,145
265,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3,4,3,6.0,Relatively New,2150.0,0,1,0,0,0,0,68
266,flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,0,48
267,flat,the lions cghs,sector 56,2.05,8542.0,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,1,49
268,flat,milan cghs 9,sector 39,2.0,8333.0,3,3,3+,0.0,Old Property,2400.0,0,0,0,0,0,0,0
269,flat,imperia elvedor,sector 37c,0.55,8221.0,1,1,0,5.0,Relatively New,669.0,0,0,0,0,0,0,0
270,flat,capital residences 360,sector 70a,1.1,7586.0,2,2,2,10.0,Relatively New,1312.0,1,0,0,0,0,0,42
271,flat,signature global rosellia,sector 95,0.45,8755.0,2,2,2,14.0,New Property,571.0,0,0,0,0,0,0,24
272,flat,corona gracieux,sector 76,1.05,5949.0,3,3,3+,7.0,Relatively New,1597.0,0,0,0,0,0,1,133
273,flat,godrej icon,sector 88a,1.62,10019.0,3,2,3+,10.0,Relatively New,1463.0,1,0,0,0,0,2,49
274,flat,smart world orchard,sector 61,1.57,13652.0,2,2,2,3.0,New Property,1150.0,1,0,0,0,1,0,71
275,flat,antriksh heights,sector 84,0.69,5111.0,2,2,3+,8.0,Relatively New,1222.0,1,0,0,0,0,0,59
276,flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,0,6
277,flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,0,106
278,flat,dlf regency park,sector 28,2.35,13225.0,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,1,109
279,flat,bptp freedom park life,sector 57,5.5,8983.0,5,6,3+,19.0,Moderately Old,5010.0,0,1,0,1,0,1,153
280,flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,1,165
281,flat,m3m urbana,sector 67,0.95,10894.0,1,1,1,17.0,Relatively New,826.0,0,0,0,0,0,0,49
282,flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3+,15.0,Under Construction,1539.0,0,0,0,0,0,0,44
283,flat,vatika gurgaon,sector 83,1.1,6162.0,3,3,3+,5.0,Relatively New,1600.0,0,0,0,0,0,1,96
284,flat,sare green parc phase 3,sector 92,1.08,5150.0,4,4,2,16.0,New Property,1891.0,0,1,0,0,0,0,107
285,flat,raheja revanta,sector 78,4.75,16886.0,3,3,2,31.0,Under Construction,2813.0,0,1,0,0,0,0,100
286,flat,m3m skycity,sector 65,3.0,16411.0,3,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,0,99
287,flat,ashiana anmol,sohna road,0.93,7294.0,2,2,2,9.0,Under Construction,1000.0,0,0,0,0,1,0,31
288,flat,vatika the seven lamps,sector 82,1.0,5924.0,2,2,2,11.0,Relatively New,1299.0,1,0,0,0,0,1,90
289,flat,tata primanti,sector 72,3.3,15385.0,3,3,3+,10.0,Relatively New,2000.0,0,1,0,0,0,1,165
290,flat,ansal heights,sector 92,0.6,4545.0,2,2,3,11.0,Under Construction,1195.0,0,0,0,0,1,0,23
291,house,ansal celebrity homes,sector 2,5.2,10000.0,4,5,2,1.0,Moderately Old,5200.0,0,0,0,0,0,0,0
292,flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Relatively New,2072.0,0,1,0,0,0,0,60
293,flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,11.0,Moderately Old,1738.0,0,1,0,0,0,0,100
294,house,independent,sector 12,2.9,10741.0,7,7,3,2.0,Old Property,2700.0,0,0,0,0,0,0,7
295,flat,shree vardhman victoria,sector 70,1.15,8519.0,2,2,2,6.0,Relatively New,1500.0,1,0,0,0,0,0,85
296,flat,m3m skywalk,sector 110,1.54,11000.0,2,2,3+,22.0,Relatively New,1200.0,0,0,0,0,1,0,137
297,flat,eldeco accolade,sohna road,0.78,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72
298,flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2104.0,0,1,0,0,1,0,8
299,flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,0,1,0,1,174
300,house,independent,sector 38,3.5,4828.0,3,2,2,1.0,Moderately Old,7250.0,0,0,0,0,0,0,0
301,flat,m3m golfestate,sector 65,5.4,18127.0,3,4,3,19.0,Moderately Old,2696.0,1,1,0,0,0,1,174
302,flat,ireo the corridors,sector 67a,1.8,9370.0,3,3,2,3.0,New Property,1551.0,1,0,1,0,0,1,150
303,flat,m3m heights,sector 65,2.65,18493.0,2,2,3,4.0,New Property,1433.0,1,0,0,0,0,0,38
304,flat,orris aster court premier,sector 85,1.45,6840.0,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,0,16
305,flat,malibu towers,sector 47,2.45,10699.0,3,4,2,1.0,Old Property,2544.0,1,0,0,0,0,1,42
306,house,independent,sector 105,0.55,10913.0,4,4,0,2.0,Moderately Old,56.0,0,0,0,0,0,0,0
307,house,independent,sohna road road,1.2,22305.0,4,4,3+,4.0,Old Property,535.0,0,0,0,0,0,0,8
308,flat,tulip violet,sector 69,1.9,9453.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,49
310,flat,sobha city,sector 108,2.1,13972.0,2,2,2,3.0,Under Construction,1250.0,0,0,0,0,0,0,74
311,flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,1,165
312,flat,bestech park view sanskruti,sector 92,1.55,7568.0,3,4,3,16.0,Relatively New,1805.0,0,1,0,0,0,1,60
313,house,bhim garh kheri,sector 3,0.75,6410.0,4,2,2,2.0,Old Property,1170.0,0,0,0,0,0,0,16
314,flat,krisumi waterfall residences,sector 36a,2.2,14875.0,2,2,2,23.0,New Property,1338.0,0,0,0,0,0,0,15
315,flat,ss the leaf,sector 85,1.2,9677.0,2,2,3+,9.0,Relatively New,1491.0,0,0,1,0,0,0,148
316,flat,m3m sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,77
317,flat,godrej aria,sector 79,1.3,9623.0,2,4,2,3.0,Relatively New,1223.0,0,0,0,0,0,0,53
318,flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,0,26
319,flat,shree vardhman flora,sector 90,0.7,5385.0,2,2,3,13.0,New Property,1176.0,1,0,0,0,0,0,15
320,house,sector 38 rwa,sector 38,1.4,23932.0,8,8,3,4.0,Moderately Old,62.0,0,0,0,0,1,1,40
321,flat,ireo victory valley,sector 67,3.65,13529.0,3,4,3+,18.0,Relatively New,2490.0,0,1,0,1,0,1,61
322,flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively New,1176.0,0,0,0,0,0,1,49
323,flat,m3m heights,sector 65,1.9,14996.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,0,54
324,house,huda housing board colony,sector 31,4.6,31507.0,6,4,3+,3.0,Old Property,1460.0,0,0,0,0,1,0,8
325,house,international city by sobha phase 1,sector 109,12.0,20000.0,5,6,3,2.0,Relatively New,7000.0,1,1,0,0,0,1,154
326,flat,dlf new town heights,sector 86,1.26,6114.0,3,3,3,5.0,Moderately Old,1747.0,0,1,0,0,1,0,113
327,flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,0,74
328,flat,cghs vidya enclave,sector 56,1.7,10968.0,3,2,3,6.0,Old Property,1585.0,0,0,1,0,0,0,101
329,flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,2,44
330,flat,godrej summit,sector 104,0.82,9856.0,2,2,3,12.0,Relatively New,86.0,1,0,0,0,0,0,120
331,flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,1972.0,0,0,0,0,0,1,113
332,flat,tulip violet,sector 69,1.2,8889.0,2,3,1,0.0,Relatively New,1222.0,0,0,0,0,0,0,150
334,flat,dlf new town heights,sector 90,1.15,5959.0,3,3,3+,9.0,Relatively New,1747.0,0,1,0,1,0,0,88
335,flat,experion windchants,sector 112,2.8,11471.0,2,3,2,9.0,Relatively New,2441.0,1,1,0,0,0,0,137
337,flat,dlf royalton tower,sector 43,6.5,22109.0,4,5,2,8.0,Relatively New,2661.0,0,1,0,0,0,0,15
338,flat,shri balaji apartment,sector 12,0.35,4037.0,2,2,1,1.0,Moderately Old,737.0,0,0,0,0,0,0,23
339,flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,New Property,800.0,0,0,0,1,0,2,0
340,flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,1,44
341,flat,ss,sector 85,2.1,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
342,flat,bestech park view grand spa,sector 81,2.2,8271.0,3,4,3+,8.0,Relatively New,2481.0,0,1,0,0,0,1,165
343,house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,2250.0,0,1,1,1,0,1,130
344,flat,ansal housing highland park,sector 103,0.88,6428.0,2,2,3,3.0,New Property,1232.0,0,0,0,0,0,0,52
345,flat,orchid petals,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively New,3219.0,0,1,0,1,0,0,35
346,house,international city by sobha phase 1,sector 109,6.1,25103.0,5,6,3+,2.0,Moderately Old,2430.0,0,1,0,0,0,0,30
347,flat,puri emerald bay,sector 104,2.65,15006.0,3,4,3,15.0,Relatively New,2090.0,0,1,0,0,0,1,174
348,flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
349,flat,dlf new town heights,sector 90,1.8,6601.0,4,4,3+,23.0,Moderately Old,2468.0,0,0,0,0,0,0,67
350,flat,sare homes,sector 92,0.8,5253.0,3,3,3,7.0,Relatively New,1692.0,1,0,0,0,0,1,80
351,flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1.0,Relatively New,1489.0,0,0,0,0,0,1,49
352,house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New Property,450.0,0,0,0,0,0,0,15
353,flat,apna enclave,sector 3,0.5,7692.0,2,2,1,1.0,Old Property,722.0,0,0,0,0,0,1,37
354,flat,dlf the primus,sector 82a,1.8,13846.0,3,3,3+,10.0,Relatively New,1545.0,0,1,0,0,0,2,174
355,flat,ashiana apartment,sector 23,0.16,2051.0,2,2,2,1.0,Moderately Old,706.0,0,0,0,0,0,0,0
356,flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49
357,flat,signature global solera,sector 107,0.6,8000.0,3,2,2,8.0,Relatively New,750.0,0,0,0,0,0,0,55
358,flat,m3m skywalk,sector 74,1.6,11380.0,2,2,2,28.0,New Property,1272.0,0,0,0,0,0,0,15
359,house,my home,new sector 2,0.34,12593.0,2,2,2,3.0,Moderately Old,270.0,0,0,0,0,0,0,22
360,house,bptp visionnaire,sector 70a,5.35,8917.0,4,4,3+,3.0,Relatively New,6000.0,1,1,1,1,0,1,160
361,flat,adani oyster greens,sector 102,1.9,10058.0,3,3,3+,9.0,Relatively New,2099.0,1,0,1,1,0,0,0
363,flat,tata primanti,sector 72,3.4,15561.0,3,4,3+,9.0,Moderately Old,2185.0,0,1,0,0,0,0,38
364,flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,0,120
365,flat,antriksh heights,sector 84,0.89,4369.0,3,3,3,8.0,Relatively New,1833.0,0,0,0,1,0,0,67
366,flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,66
367,flat,ansal harmony homes,sector 57,1.12,10667.0,2,2,1,0.0,Old Property,950.0,0,0,0,0,0,0,72
368,flat,breez global heights,sohna road,0.28,7143.0,1,1,1,4.0,New Property,443.0,0,0,0,0,0,2,26
369,flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5.0,Relatively New,717.0,0,0,0,0,1,0,15
370,flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,1,110
371,flat,la vida by tata housing,sector 113,2.45,11051.0,3,3,3+,3.0,Relatively New,1890.0,1,0,0,0,0,0,174
372,flat,ireo uptown,sector 66,2.4,13065.0,3,2,3,5.0,Relatively New,1700.0,0,1,0,0,0,1,156
373,flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10206.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,141
374,flat,ats kocoon,sector 109,1.7,12879.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,103
375,flat,m3m antalya hills,sector 79,1.15,7497.0,3,3,3+,1.0,Under Construction,1200.0,1,0,0,0,0,0,51
377,house,independent,sector 9,1.65,18333.0,2,3,0,3.0,Old Property,900.0,0,0,0,0,0,0,0
378,flat,bestech park view grand spa,sector 81,2.35,8835.0,3,4,3+,10.0,Relatively New,2511.0,0,1,0,0,0,0,109
379,flat,pyramid urban,sector 67a,0.62,11855.0,2,2,2,2.0,Relatively New,581.0,0,0,0,0,0,0,64
380,flat,ats marigold,sector 89,1.5,8571.0,3,3,3,2.0,New Property,1944.0,0,0,0,0,1,0,49
381,flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,2545.0,0,0,0,0,0,0,106
382,flat,tulip ivory,sector 70,5.0,10417.0,6,7,3+,0.0,Relatively New,5333.0,1,1,0,0,0,0,119
383,flat,bptp terra,sector 37d,1.49,8107.0,3,3,3,20.0,Relatively New,1707.0,0,0,0,0,1,0,49
384,house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,1,113
385,house,independent,sector 3,0.55,6707.0,2,2,1,2.0,Moderately Old,810.0,0,0,0,0,0,0,0
386,house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,2000.0,0,0,1,1,0,0,28
387,house,emaar mgf marbella,sector 66,19.0,31667.0,5,6,3+,3.0,Relatively New,6667.0,0,1,1,1,0,1,110
388,flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1725.0,1,1,1,1,0,1,38
389,house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,3.0,Old Property,3240.0,0,1,0,1,1,0,49
390,house,independent,sector 45,17.0,37778.0,5,8,3+,3.0,Relatively New,4500.0,1,1,1,1,0,2,152
391,house,independent,sector 31,4.25,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,0,1,1,0,1,56
392,flat,conscient elevate,sector 59,3.78,16499.0,3,3,3,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
393,flat,chd avenue,sector 71,0.98,6049.0,3,3,3,0.0,Moderately Old,1466.0,1,0,0,0,0,0,65
394,flat,supertech araville,sector 79,0.8,6178.0,2,2,3+,9.0,New Property,1172.0,0,0,0,0,1,0,24
395,house,eros rosewood city,sector 49,1.6,3500.0,4,4,3,4.0,New Property,60.0,0,0,0,0,0,1,27
396,flat,vatika seven elements,sector 89,1.6,8163.0,3,3,3,5.0,New Property,1774.0,0,0,0,0,0,0,58
397,house,bptp pedestal,sector 70a,0.9,7582.0,2,2,3+,3.0,New Property,1319.0,0,1,0,0,1,0,153
398,flat,ats triumph,sector 104,1.95,8515.0,3,3,3+,3.0,New Property,2544.0,0,1,0,0,0,0,69
399,flat,ireo the corridors,sector 67a,2.0,11581.0,3,3,2,6.0,Under Construction,1346.0,0,0,0,0,1,0,15
400,flat,the close north,sector 50,2.35,11228.0,3,3,3,8.0,Moderately Old,2000.0,0,0,1,0,0,1,149
401,flat,shree vardhman flora,sector 90,0.65,4962.0,2,2,3,11.0,Relatively New,1225.0,1,0,0,0,0,1,49
402,flat,sobha city,sector 108,4.1,23402.0,4,5,3,25.0,New Property,2343.0,1,1,0,0,0,2,97
403,house,unitech palms south city 1,sector 41,9.35,28858.0,10,10,3+,4.0,Moderately Old,7500.0,1,1,0,0,0,1,70
404,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1493.0,1,1,0,0,0,1,168
405,house,not applicable,sector 4,0.51,14167.0,4,4,3,4.0,New Property,360.0,0,0,0,0,0,0,0
406,flat,hero homes,sector 104,1.9,11249.0,3,3,3,16.0,Under Construction,1365.0,0,0,0,1,0,1,103
407,flat,paras dews,sector 106,1.4,6001.0,3,4,3+,12.0,Under Construction,1593.0,1,1,0,0,1,0,55
408,flat,dlf the belaire,sector 54,10.0,24558.0,4,5,3+,17.0,Moderately Old,3000.0,0,1,0,0,0,2,167
409,flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31
410,flat,vatika xpressions,sector 88b,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,0,58
411,flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2,2,0,6.0,Relatively New,990.0,0,0,0,0,0,0,0
412,flat,assotech blith,sector 99,1.6,6667.0,3,4,0,15.0,New Property,2400.0,0,0,0,0,0,0,51
413,flat,godrej oasis,sector 88a,1.5,8108.0,3,3,3+,11.0,New Property,1674.0,0,0,0,0,0,0,39
414,flat,dlf the arbour,sector 63,8.5,21519.0,4,4,0,27.0,New Property,3950.0,0,0,0,0,0,0,61
415,house,ss hibiscus,sector 50,12.25,20940.0,5,7,3+,1.0,Relatively New,5850.0,1,1,0,1,1,1,160
416,flat,smart world gems,sector 89,0.86,7797.0,2,3,2,4.0,New Property,1226.0,1,1,0,1,0,1,72
417,flat,oriental valley chs,sector 9a,1.5,8108.0,4,3,3+,8.0,Moderately Old,2056.0,0,0,0,0,0,0,35
418,flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,2.0,Relatively New,1575.0,0,0,1,0,0,1,174
419,house,independent,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,583.0,0,0,0,0,0,0,0
420,flat,bestech park view grand spa,sector 81,2.3,8647.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,1,49
421,flat,raheja the vedaanta floors,sector 108,0.7,4522.0,2,2,3,1.0,Moderately Old,1720.0,0,0,0,0,0,1,0
422,house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,3240.0,1,1,0,1,0,1,153
423,house,ansal api esencia,sector 67,1.85,8222.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,0,0,0,49
424,house,vatika the seven lamps,sector 82,1.6,6598.0,4,4,3+,16.0,Moderately Old,2425.0,0,1,0,0,0,0,94
425,flat,piedmont taksila heights,sector 37c,1.0,6506.0,3,3,3+,8.0,Relatively New,1708.0,0,0,0,0,0,1,49
426,flat,the close north,sector 50,3.0,11516.0,3,3,3+,14.0,Old Property,2357.0,0,1,0,0,0,1,121
427,flat,m3m merlin,sector 67,3.4,14419.0,3,4,3,17.0,Relatively New,2134.0,0,1,0,0,0,1,174
428,house,unitech espace,sector 50,7.45,34491.0,4,4,3,3.0,Old Property,4500.0,0,1,0,0,0,1,59
429,flat,pivotal devaan,sector 84,0.3,6667.0,1,1,1,14.0,New Property,500.0,0,0,0,0,0,1,22
430,flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,1186.0,1,1,0,0,0,1,45
431,flat,umang monsoon breeze,sector 78,0.75,6053.0,2,2,1,5.0,Moderately Old,1239.0,0,0,0,0,0,0,0
432,house,independent,sector 26,9.0,33333.0,5,5,2,3.0,Old Property,2700.0,1,1,1,1,0,2,110
433,flat,apex builders,sector 37c,0.42,5600.0,2,2,2,4.0,Relatively New,833.0,0,0,0,0,0,0,42
434,flat,m3m heights,sector 65,3.0,17996.0,3,3,3,20.0,Under Construction,1667.0,0,0,0,0,0,0,60
435,flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,1,0,1,0,1,49
436,flat,ss the leaf,sector 85,2.13,7575.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
437,flat,hcbs sports ville,sohna road,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,0,86
438,flat,silverglades the melia,sohna road,0.75,5556.0,2,2,2,4.0,Moderately Old,1350.0,0,0,0,0,0,0,70
439,flat,dlf express greens,manesar,1.6,6809.0,4,6,3+,4.0,Relatively New,2611.0,1,1,0,1,0,0,49
440,flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,0,0
441,flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2357.0,0,1,0,0,0,0,117
442,flat,rof ananda,sector 95,0.46,6319.0,2,2,2,11.0,New Property,809.0,1,0,0,0,0,0,82
443,flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,0,37
444,flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,67
445,flat,m3m skywalk,sector 74,1.5,10714.0,2,2,1,8.0,New Property,1556.0,0,0,0,0,0,0,16
446,flat,mapsko mount ville,sector 79,1.55,8540.0,3,4,3,11.0,Relatively New,1416.0,0,1,0,0,0,1,152
447,flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,New Property,889.0,0,0,0,0,0,0,65
448,flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,2,2,3,14.0,Moderately Old,1368.0,0,0,0,0,0,0,0
449,flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,3,4,3,11.0,Under Construction,2012.0,1,1,0,0,0,0,105
450,house,prem kunj,sohna road road,0.5,7407.0,5,4,3,3.0,Relatively New,725.0,0,0,0,1,0,0,22
451,flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively New,2200.0,0,1,0,0,0,1,37
452,house,eldeco mansionz,sector 48,4.95,20599.0,7,7,3+,2.0,Old Property,2403.0,1,1,1,1,0,1,145
453,flat,dlf the primus,sector 82a,2.2,10516.0,3,3,3+,16.0,Relatively New,1893.0,0,1,0,0,0,2,174
454,flat,emaar mgf emerald floors premier,sector 65,2.35,16207.0,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,1,64
455,flat,essel tower,sector 28,2.2,12500.0,3,4,3+,3.0,Moderately Old,1956.0,0,1,0,0,0,2,0
456,flat,smart world gems,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1103.0,1,0,0,0,1,0,38
457,flat,tulip monsella,sector 53,7.4,33199.0,4,4,3,21.0,Under Construction,2477.0,0,0,0,0,0,0,35
458,flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,0,26
459,flat,capital residences 360,sector 70a,1.64,8300.0,3,3,3+,4.0,New Property,1950.0,0,1,0,0,0,0,144
460,flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,6.0,Relatively New,1222.0,1,0,0,0,0,0,165
461,flat,ramsons kshitij,sector 95,0.4,5839.0,3,2,2,6.0,Relatively New,761.0,0,0,0,0,0,0,0
462,flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderately Old,80.0,1,0,0,0,0,0,15
463,flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,1750.0,0,1,0,1,0,1,174
464,flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,4,4,3,1.0,New Property,2371.0,0,1,0,0,0,1,24
