,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
132,flat,indiabulls enigma,sector 110,3.79,9896.0,3830.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,Relatively New,3830.0,,,0,1,0,0,1,0,125
133,flat,conscient heritage max,sector 102,2.15,9307.0,2310.0,Super Built up area 2149(199.65 sq.m.),3,4,3,13.0,South,Relatively New,2149.0,,,1,1,0,0,0,0,101
134,flat,ramprastha skyz,sector 37d,1.1,6377.0,1725.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,7.0,East,Under Construction,1725.0,,,0,0,0,0,0,0,109
135,flat,orris aster court premier,sector 85,1.25,5896.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,5.0,North,Relatively New,2120.0,1900.0,1800.0,0,1,0,0,0,1,174
136,house,vipul tatvam villa,sector 48,7.69,24069.0,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Moderately Old,,3195.0,,1,1,1,1,0,1,110
137,flat,housing board colony,sector 51,0.3,7317.0,410.0,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,2,0.0,South,Old Property,510.0,,410.0,0,0,0,0,0,0,0
138,house,unitech aspen greens,sector 50,6.8,31481.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,5,3,3.0,West,Old Property,,220.0,200.0,1,1,0,0,0,1,111
139,house,independent,sector 47,4.3,29312.0,1467.0,Plot area 163(136.29 sq.m.),6,4,2,2.0,,Moderately Old,,1467.0,,0,0,0,0,1,0,0
140,flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444.0,675.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1.0,East,Relatively New,,,675.0,0,0,0,0,0,0,21
141,flat,dlf new town heights,sector 86,1.3,6736.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,3,3,12.0,West,Moderately Old,1930.0,,,0,1,0,1,0,0,106
142,flat,sare crescent parc,sector 92,0.92,4855.0,1895.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,5,3+,14.0,North-East,Moderately Old,,1895.0,1600.0,0,0,0,0,0,1,131
143,flat,dlf new town heights,sector 90,1.9,5684.0,3343.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,North-West,Relatively New,2727.0,,,0,1,0,1,0,0,88
144,flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,,Undefined,,1368.0,,0,0,0,0,0,0,0
145,flat,dlf exclusive floors,sector 43,2.35,14242.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),3,3,2,1.0,North-East,Old Property,1650.0,,1405.0,0,0,1,0,0,1,102
146,flat,godrej air,sector 85,2.6,12212.0,2129.0,Built Up area: 2129 (197.79 sq.m.),3,3,3,17.0,,Under Construction,,2129.0,,0,1,0,0,0,0,44
147,house,row house,sector 105,0.43,9130.0,471.0,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),3,3,3,2.0,,Relatively New,,1050.0,,0,0,0,0,0,0,0
149,flat,whiteland blissville,sector 76,1.92,11794.0,1628.0,Built Up area: 1628 (151.25 sq.m.),3,3,2,3.0,,Undefined,,1628.0,,0,0,0,0,0,0,61
150,flat,allure homes,sector 12,0.72,7273.0,990.0,Carpet area: 990 (91.97 sq.m.),2,2,1,2.0,,Relatively New,,,990.0,0,0,0,0,1,1,16
151,house,independent,sector 23,5.0,16244.0,3078.0,Plot area 342(285.96 sq.m.),4,4,2,2.0,East,Old Property,,3078.0,,0,0,0,0,0,0,7
152,flat,shree vardhman victoria,sector 70,1.62,13953.0,1161.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,9.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,0,96
153,house,independent,sector 17,0.32,22069.0,145.0,Built Up area: 145 (13.47 sq.m.),2,2,0,3.0,,Undefined,,145.0,,0,0,0,0,0,0,0
154,house,dlf city plots,sector 26,16.0,37780.0,4235.0,Plot area 500(418.06 sq.m.),4,4,3,1.0,,Relatively New,,500.0,,1,0,1,1,0,0,7
155,flat,rof ananda,sector 95,0.26,6032.0,431.0,Super Built up area 431(40.04 sq.m.)Carpet area: 380.44 sq.ft. (35.34 sq.m.),1,1,1,8.0,North,New Property,431.0,,380.44,0,0,0,0,0,0,49
156,flat,signature global solera,sector 107,0.28,5833.0,480.0,Carpet area: 489 (45.43 sq.m.),2,2,2,11.0,South,Relatively New,,,489.0,0,0,0,0,0,0,45
157,flat,ss the coralwood,sector 84,1.01,5771.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,18.0,North-West,Relatively New,1750.0,1475.0,1350.0,0,0,0,0,0,0,40
158,flat,orris aster court premier,sector 85,1.5,5859.0,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,5,3+,6.0,West,New Property,2560.0,2017.0,1800.0,0,1,0,0,0,1,28
159,house,independent,sector 46,5.65,23870.0,2367.0,Plot area 263(219.9 sq.m.),8,6,3+,3.0,South-West,Moderately Old,,2367.0,,0,1,0,0,0,1,67
160,flat,tulip violet,sector 69,2.0,10168.0,1967.0,Carpet area: 1967 (182.74 sq.m.),4,4,1,12.0,,Relatively New,,,1967.0,0,0,0,0,0,0,79
161,flat,m3m golfestate,sector 65,5.3,24212.0,2189.0,Super Built up area 2850(264.77 sq.m.)Carpet area: 2189 sq.ft. (203.36 sq.m.),3,3,3,38.0,North-East,Moderately Old,2850.0,,2189.0,0,1,0,0,0,2,49
162,flat,mvn athens,sohna road,0.24,4211.0,570.0,Super Built up area 570(52.95 sq.m.),2,2,1,12.0,,Relatively New,570.0,,,0,0,0,0,0,0,38
163,flat,avl 36 gurgaon,sector 36a,0.4,10204.0,392.0,Carpet area: 392 (36.42 sq.m.),1,1,1,4.0,West,Relatively New,,,392.0,0,0,0,0,0,0,35
164,flat,shree vardhman flora,sector 90,0.7,4614.0,1517.0,Super Built up area 1352(125.6 sq.m.),2,2,3,9.0,North-East,New Property,1352.0,,,1,0,0,0,1,0,51
165,flat,tulip violet,sector 69,1.92,15360.0,1250.0,Carpet area: 1250 (116.13 sq.m.),4,4,2,0.0,South,Relatively New,,,1250.0,0,0,0,0,0,0,174
166,flat,m3m soulitude,sector 89,1.32,16923.0,780.0,Carpet area: 780 (72.46 sq.m.),3,3,3,1.0,,Under Construction,,,780.0,0,0,0,0,0,0,45
167,flat,godrej,sector 79,2.0,8453.0,2366.0,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2.0,North-East,Relatively New,,,2366.0,0,1,0,0,0,1,156
168,house,independent,sector 50,10.55,32562.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately Old,,3240.0,,1,1,0,0,0,0,42
169,flat,ireo skyon,sector 60,3.75,13393.0,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),4,4,3,12.0,North,Relatively New,2800.0,2650.0,2350.0,0,1,0,0,0,1,49
170,house,unitech uniworld resorts,sector 33,11.5,24573.0,4680.0,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,Relatively New,,4680.0,,0,1,0,0,0,0,84
171,flat,valley view estate,gwal pahari,1.5,7489.0,2003.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,10.0,North-East,Moderately Old,2000.0,1850.0,1650.0,0,0,0,0,0,0,58
172,flat,ss the leaf,sector 85,1.84,7641.0,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,Relatively New,2408.0,,1685.0,0,0,0,1,0,0,158
173,flat,pyramid urban,sector 67a,0.6,8571.0,700.0,Super Built up area 700(65.03 sq.m.),2,2,2,14.0,,New Property,700.0,,,0,0,0,0,0,0,15
174,flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,1692.0,Super Built up area 1692(157.19 sq.m.),3,3,3,5.0,North,Relatively New,1692.0,,,0,0,0,0,0,0,49
175,flat,godrej nature plus serenity,sector 33,1.45,8677.0,1671.0,Super Built up area 1671(155.24 sq.m.),3,2,3,3.0,South,Under Construction,1671.0,,,0,0,0,0,0,0,49
176,flat,bestech park view residency,sector 2,0.95,6714.0,1415.0,Super Built up area 1415(131.46 sq.m.),2,2,3,1.0,North-East,Moderately Old,1415.0,,,0,0,0,0,0,1,82
177,flat,signature andour heights,sector 71,0.55,8607.0,639.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2,2,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0,0,0,0,0,1,24
178,flat,aipl peaceful homes,sector 70a,2.75,12791.0,2150.0,Built Up area: 2150 (199.74 sq.m.),3,3,3+,14.0,North-East,Undefined,,2150.0,,0,0,0,0,0,0,0
179,flat,pareena laxmi apartments,sector 99a,0.32,5787.0,553.0,Super Built up area 553(51.38 sq.m.)Carpet area: 453.5 sq.ft. (42.13 sq.m.),2,2,2,11.0,,New Property,553.0,,453.5,0,0,0,0,0,0,66
180,flat,m3m woodshire,sector 107,1.4,5930.0,2361.0,Super Built up area 2361(219.34 sq.m.),3,4,3+,6.0,North-East,Relatively New,2361.0,,,0,1,0,0,0,0,117
181,house,bestech park view aindependentda,sector 81,4.35,7937.0,5481.0,Plot area 5480(509.11 sq.m.),4,4,3,2.0,North,Relatively New,,5480.0,,0,1,1,0,0,0,51
182,flat,ramprastha primera,sector 37d,1.02,6000.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,2,3,22.0,,Under Construction,1700.0,,,0,0,0,0,0,0,43
183,flat,bestech altura,sector 79,1.9,8837.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3,11.0,North-East,Under Construction,2150.0,,,0,0,0,0,0,0,96
184,flat,dlf the skycourt,sector 86,1.72,8917.0,1929.0,Super Built up area 1929(179.21 sq.m.),3,3,1,8.0,North,Relatively New,1929.0,,,0,0,0,0,1,1,49
185,flat,ramsons kshitij,sector 95,0.19,591.0,3215.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,14.0,East,Relatively New,,,3212.0,0,0,0,0,0,0,49
186,flat,shree vardhman flora,sector 90,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,4.0,South-West,Relatively New,1950.0,,,0,1,0,0,0,0,165
187,flat,ss the leaf,sector 85,1.06,6344.0,1671.0,Super Built up area 1671(155.24 sq.m.),2,2,2,12.0,South,Relatively New,1671.0,,,0,0,0,0,0,0,44
188,flat,sare crescent parc,sector 92,0.7,5556.0,1260.0,Built Up area: 140 (117.06 sq.m.),3,3,2,14.0,,Under Construction,,140.0,,0,0,0,0,0,0,38
189,flat,tulip ivory,sector 70,2.35,9792.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,3+,8.0,West,Moderately Old,,,2400.0,0,1,0,0,0,0,108
190,flat,gls arawali homes,sohna road,0.35,6076.0,576.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,11.0,,Relatively New,576.0,,480.53,0,0,0,0,0,0,64
191,flat,ss the leaf,sector 85,1.18,10094.0,1169.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,3,3,12.0,North,Relatively New,1671.0,1420.0,1169.0,0,0,0,1,0,1,150
192,house,independent,sector 56,4.0,26613.0,1503.0,Plot area 167(139.63 sq.m.),4,4,3+,2.0,,Relatively New,,1503.0,,0,0,0,0,0,1,24
193,flat,m3m soulitude,sector 89,1.42,9979.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,3.0,,New Property,,,1423.0,0,0,0,0,0,0,15
194,house,independent,sector 105,0.6,11111.0,540.0,Plot area 60(50.17 sq.m.),8,4,3,3.0,West,New Property,,540.0,,0,0,0,0,0,0,17
195,house,independent,sector 55,3.1,20026.0,1548.0,Plot area 172(143.81 sq.m.),5,4,3+,2.0,North-East,Moderately Old,,1548.0,,0,1,1,0,0,1,59
197,flat,dlf regal gardens,sector 90,1.76,7946.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,3+,8.0,North,Relatively New,2215.0,2020.0,1670.0,0,0,0,0,0,1,135
198,flat,ats tourmaline,sector 109,1.75,10000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3,4.0,,New Property,1750.0,1466.0,1460.0,0,0,0,0,0,0,31
199,flat,suncity vatsal valley,gwal pahari,1.38,9650.0,1430.0,Super Built up area 1430(132.85 sq.m.),3,3,2,1.0,East,Relatively New,1430.0,,,0,0,0,0,0,1,151
200,house,independent,sector 22,4.75,20068.0,2367.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7,5,3+,3.0,South-West,Old Property,,261.0,259.0,0,0,0,1,1,1,49
201,flat,godrej,sector 79,1.29,8206.0,1572.0,Super Built up area 1572(146.04 sq.m.),2,2,3,4.0,,New Property,1572.0,,,0,0,0,0,0,0,0
202,flat,experion the heartsong,sector 108,2.0,7197.0,2779.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,4,3+,10.0,North-East,Relatively New,2779.0,2500.0,2300.0,0,1,0,1,0,1,174
203,house,unitech espace,sector 50,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,0,0
204,house,independent,sector 12,1.2,14184.0,846.0,Plot area 846(78.6 sq.m.)Built Up area: 846 sq.ft. (78.6 sq.m.),4,4,2,2.0,North,Relatively New,,846.0,,0,0,0,1,0,1,7
205,flat,signature andour heights,sector 71,0.59,8429.0,700.0,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),2,2,1,6.0,North-East,Moderately Old,700.0,639.0,540.89,0,0,0,0,0,0,67
206,house,independent,sector 57,3.6,20833.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,2.0,South,Old Property,,1728.0,,1,1,1,1,0,0,110
207,flat,emaar mgf the palm drive,sector 66,3.5,15909.0,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,7.0,North-East,Moderately Old,2200.0,2125.0,2000.0,0,1,1,0,0,1,149
208,flat,signature the roselia,sector 95,0.45,7909.0,569.0,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New Property,,,569.0,0,0,0,0,0,1,31
209,flat,om appartments,sector 3 phase 2,0.4,4444.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,1,3.0,,Relatively New,,,900.0,0,0,0,0,0,0,7
210,flat,chd avenue,sector 71,1.0,6734.0,1485.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,3.0,North,Relatively New,1485.0,,,0,0,0,0,0,1,7
211,flat,sonata group housing gh 24,manesar,1.65,5893.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4,3,3,8.0,,New Property,,,2800.0,0,1,0,0,0,0,20
212,flat,vatika inxt floors,sector 82a,1.25,8333.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,2,3,2.0,North,Relatively New,,,1500.0,1,0,0,1,0,1,94
213,flat,mvn athens,sohna road,0.25,3671.0,681.0,Built Up area: 681 (63.27 sq.m.)Carpet area: 581 sq.ft. (53.98 sq.m.),2,2,1,11.0,,Relatively New,,681.0,581.0,0,0,0,0,0,1,67
214,flat,vipul lavanya,sector 81,0.75,5967.0,1257.0,Carpet area: 1257 (116.78 sq.m.),2,2,2,7.0,,Moderately Old,,,1257.0,0,0,0,0,0,0,37
215,house,independent,sector 14,6.46,18889.0,3420.0,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,5,2,3.0,East,Moderately Old,,380.0,300.0,1,1,0,1,0,1,27
216,flat,the roselia 2,sector 95,0.45,6475.0,695.0,Built Up area: 695 (64.57 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2,2,2,19.0,North,Undefined,,695.0,595.0,0,0,0,0,0,0,0
217,flat,alpha corp gurgaonone,sector 84,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2,2,3,14.0,South-East,Relatively New,1534.0,,1260.0,1,0,0,0,0,0,28
220,flat,dlf new town heights,sector 86,1.3,6736.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,3,3,12.0,North,Moderately Old,1930.0,,,0,1,0,0,0,1,165
221,house,independent,sector 4,0.85,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,,1130.0,,0,0,0,0,0,0,0
222,flat,piedmont taksila heights,sector 37c,0.9,5856.0,1537.0,Built Up area: 1537 (142.79 sq.m.),3,3,3,9.0,South-West,Moderately Old,,1537.0,,0,0,0,0,0,1,94
223,flat,smart world gems,sector 89,1.13,8503.0,1329.0,Carpet area: 1326 (123.19 sq.m.),3,3,2,4.0,,Under Construction,,,1326.0,1,0,0,0,0,0,115
224,flat,tulip lemon,sector 69,0.6,10000.0,600.0,Carpet area: 600 (55.74 sq.m.),2,1,1,12.0,,Relatively New,,,600.0,0,0,0,0,0,0,23
225,house,unitech nirvana birch court,sector 50,7.1,31430.0,2259.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Moderately Old,,240.0,,0,1,0,0,0,0,49
226,house,independent,sector 46,3.6,24845.0,1449.0,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately Old,,1449.0,,0,1,0,0,0,1,75
227,flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,2.0,North-West,Relatively New,2010.0,,,0,0,0,1,0,0,112
228,flat,vatika the seven lamps,sector 82,1.6,6598.0,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Relatively New,2425.0,,,0,1,0,0,0,0,133
229,flat,dlf new town heights,sector 86,1.4,5942.0,2356.0,Super Built up area 2356(218.88 sq.m.),4,4,3+,20.0,South-East,Relatively New,2356.0,,,0,1,0,1,0,0,65
230,flat,dlf the arbour,sector 63,7.52,18999.0,3958.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,0,61
231,flat,chd avenue,sector 71,0.95,7930.0,1198.0,Super Built up area 1198(111.3 sq.m.),2,2,2,5.0,South,Moderately Old,1198.0,,,0,0,0,0,0,1,142
232,flat,tulip violet,sector 69,1.43,8888.0,1609.0,Super Built up area 1608(149.39 sq.m.),3,3,2,1.0,North-West,Relatively New,1608.0,,,0,0,0,1,0,0,86
233,house,unitech uniworld resorts,sector 33,8.0,17778.0,4500.0,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,Undefined,,500.0,,0,0,0,0,0,0,0
234,house,independent,sector 43,8.49,31444.0,2700.0,Plot area 300(250.84 sq.m.),3,3,2,4.0,North,Relatively New,,2700.0,,0,1,0,1,0,1,21
235,flat,dlf new town heights,sector 86,1.25,6477.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,4,3+,2.0,South-West,Relatively New,1930.0,,,0,1,0,1,0,0,65
236,flat,la vida by tata housing,sector 113,1.35,13990.0,965.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2,2,3,10.0,North-East,New Property,1276.0,1090.0,965.0,0,0,0,0,0,0,174
237,flat,sbtl caladium,sector 109,1.3,6915.0,1880.0,Super Built up area 1880(174.66 sq.m.),3,2,3,16.0,East,Moderately Old,1880.0,,,0,0,0,0,0,0,134
238,flat,tulip violet,sector 69,1.3,8447.0,1539.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively New,1538.0,,,0,0,0,1,0,1,94
240,flat,paras dews,sector 106,0.92,6643.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,East,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,0,174
241,flat,shree vardhman victoria,sector 70,1.75,8974.0,1950.0,Built Up area: 1950 (181.16 sq.m.),3,5,0,0.0,,Undefined,,1950.0,,0,0,0,0,0,0,47
242,flat,godrej aria,sector 79,1.45,9062.0,1600.0,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2,2,3+,9.0,East,Relatively New,1495.0,1494.0,,1,0,0,0,0,0,113
243,flat,la vida by tata housing,sector 113,2.33,12534.0,1859.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3,3,3,3.0,North,New Property,2217.0,2098.0,1859.0,0,1,0,0,0,0,174
244,flat,godrej summit,sector 104,1.3,7893.0,1647.0,Super Built up area 1647(153.01 sq.m.),3,3,3,8.0,,New Property,1647.0,,,0,0,0,0,1,0,103
245,flat,ss,sector 85,2.14,7610.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,6.0,North,Relatively New,2812.0,2300.0,2000.0,1,1,0,1,0,0,49
246,flat,rof ananda,sector 95,0.32,5829.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Relatively New,,,549.174178,0,0,0,1,0,1,71
247,house,independent,sector 26,4.45,35178.0,1265.0,Plot area 150(125.42 sq.m.),4,4,3,3.0,West,Old Property,,150.0,,0,0,0,0,0,0,25
248,flat,indiabulls centrum park,sector 103,1.35,7542.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,3,3+,3.0,North-East,Relatively New,1790.0,,,1,0,0,0,0,1,168
249,flat,m3m skycity,sector 65,3.5,17040.0,2054.0,Carpet area: 2054 (190.82 sq.m.),3,3,3,15.0,East,New Property,,,2054.0,1,1,0,1,0,1,166
250,house,independent,sector 82,7.0,21605.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,1.0,North-East,Relatively New,,3240.0,,1,1,0,1,0,1,49
251,flat,emaar mgf palm hills,sector 77,1.25,8621.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,4,3,1.0,West,Relatively New,,,1450.0,0,1,0,0,0,1,104
252,flat,ss the leaf,sector 85,1.15,11967.0,961.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2,2,3,20.0,North-East,Relatively New,1741.0,1263.0,961.0,0,0,0,1,0,0,107
253,flat,ss the leaf,sector 85,1.11,6852.0,1620.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,8.0,North,Relatively New,1640.0,1630.0,1620.0,0,0,1,0,0,0,174
254,flat,sare petioles,sector 92,1.25,6098.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3,3,3,18.0,,Under Construction,,,2050.0,0,1,0,0,0,0,44
255,flat,dlf the ultima,sector 81,2.25,10553.0,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,15.0,North-East,Relatively New,2132.0,,,0,1,0,0,0,2,165
256,flat,ats triumph,sector 104,2.62,8317.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,14.0,North,Relatively New,3150.0,,,0,1,0,0,0,0,174
257,flat,mapsko casa bella,sector 82,1.38,5444.0,2535.0,Super Built up area 2535(235.51 sq.m.),4,5,3+,20.0,South-West,Relatively New,2535.0,,,0,1,0,0,0,0,79
258,house,independent,sector 23,5.1,16569.0,3078.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,0,1.0,East,Old Property,,125.0,100.0,0,0,0,0,1,0,27
259,flat,spaze privy,sector 72,1.9,9620.0,1975.0,Built Up area: 1975 (183.48 sq.m.),3,3,3,10.0,,Undefined,,1975.0,,0,0,0,0,0,0,0
260,flat,om apartment dayanand colony,sector 5,0.26,4370.0,595.0,Carpet area: 583 (54.16 sq.m.),1,1,1,3.0,North-East,Relatively New,,,583.0,0,0,0,0,0,0,14
261,flat,pivotal devaan,sector 84,0.41,7033.0,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,583.0,565.0,483.0,0,0,0,0,0,1,23
262,flat,ramprastha the atrium,sector 37d,1.0,7782.0,1285.0,Super Built up area 1285(119.38 sq.m.),3,3,2,4.0,,Relatively New,1285.0,,,0,0,0,0,0,0,13
263,house,independent,sector 17,0.32,5664.0,565.0,Built Up area: 565 (52.49 sq.m.),5,1,0,1.0,,Undefined,,565.0,,0,0,0,0,0,0,0
264,flat,ss the leaf,sector 85,1.04,8320.0,1250.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,17.0,East,New Property,1640.0,1550.0,1250.0,0,0,0,0,1,0,145
265,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,2125.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3,4,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0,1,0,0,0,0,68
266,flat,m3m heights,sector 65,2.25,13612.0,1653.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,5.0,,Under Construction,,,1433.0,0,0,0,0,0,0,48
267,flat,the lions cghs,sector 56,2.05,8542.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,3+,8.0,West,Moderately Old,,,2400.0,0,0,0,0,0,1,49
268,flat,milan cghs 9,sector 39,2.0,8333.0,2400.0,Built Up area: 2400 (222.97 sq.m.),3,3,3+,0.0,,Undefined,,2400.0,,0,0,0,0,0,0,0
